trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,date,frameRate,expName,session,participant,
0,0,0,0,2017_Feb_04_1150,59.9369521539,BasicTrial,001,t,
1,0,1,0,2017_Feb_04_1150,59.9369521539,BasicTrial,001,t,
