trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,date,frameRate,expName,session,participant,
0,0,0,0,2017_Feb_03_1426,59.3116165416,BasicTrial,001,t,
1,0,1,0,2017_Feb_03_1426,59.3116165416,BasicTrial,001,t,
