trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,date,frameRate,expName,session,participant,
0,0,0,0,2017_Feb_03_1429,60.4971542147,BasicTrial,001,t,
1,0,1,0,2017_Feb_03_1429,60.4971542147,BasicTrial,001,t,
2,0,2,0,2017_Feb_03_1429,60.4971542147,BasicTrial,001,t,
3,0,3,0,2017_Feb_03_1429,60.4971542147,BasicTrial,001,t,
4,0,4,0,2017_Feb_03_1429,60.4971542147,BasicTrial,001,t,
